# Simulation 1 (Up to date)
# 523 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
75.406,213.233,-9.532,0.008,9.533,0.257,-192.485,0.029,192.485,179.991,4.77,0.257,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.067e5,0,37.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.649,13.583,987.682,339.53,0.5,0.157
75.906,208.469,-9.522,0.021,9.526,0.624,-194.947,0.029,194.947,179.991,5.081,0.624,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.064e5,0,37.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.377,13.614,988.241,339.549,0.5,0.157
76.406,203.707,-9.529,-0.014,9.529,0.217,-197.461,0.029,197.461,179.992,4.973,0.216,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.069e5,0,37.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.872,13.645,988.8,339.568,0.5,0.157
76.906,198.948,-9.507,0.043,9.516,0.898,-199.836,0.029,199.836,179.992,4.525,0.897,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.062e5,0,37.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.105,13.676,989.359,339.586,0.5,0.157
77.3,195.2,-9.519,-0.03,9.521,0.371,-201.647,0.029,201.647,179.992,4.67,0.37,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.069e5,0,37.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.886,13.707,989.917,339.605,0.394,0.157
77.8,190.441,-9.515,0.008,9.519,0.586,-204.056,0.029,204.056,179.992,4.964,0.586,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.069e5,0,37.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.241,13.731,990.356,339.62,0.5,0.157
78.252,186.136,-9.515,3.364e-4,9.519,0.519,-206.248,0.028,206.248,179.992,4.729,0.519,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.071e5,0,37.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.461,13.762,990.914,339.639,0.452,0.157
78.752,181.378,-9.519,-0.008,9.519,0.157,-208.593,0.028,208.593,179.992,4.651,0.156,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.074e5,0,37.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.578,13.79,991.419,339.656,0.5,0.157
79.252,176.619,-9.516,0.007,9.516,0.259,-210.886,0.028,210.886,179.992,4.522,0.258,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.074e5,0,37.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.401,13.821,991.977,339.674,0.5,0.157
79.752,171.864,-9.505,0.021,9.51,0.623,-213.225,0.028,213.225,179.993,4.833,0.622,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.072e5,0,37.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.126,13.852,992.536,339.693,0.5,0.157
80.252,167.11,-9.512,-0.014,9.513,0.203,-215.666,0.028,215.666,179.993,4.934,0.203,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.077e5,0,37.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.031,13.883,993.093,339.712,0.5,0.158
80.752,162.354,-9.51,0.004,9.51,0.176,-218.155,0.028,218.155,179.993,5.022,0.176,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.078e5,0,37.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.106,13.914,993.651,339.731,0.5,0.158
81.252,157.6,-9.506,0.009,9.507,0.341,-220.624,0.027,220.624,179.993,4.851,0.341,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.078e5,0,37.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.692,13.945,994.209,339.749,0.5,0.158
81.752,152.847,-9.506,-5.371e-4,9.506,0.156,-223.03,0.027,223.03,179.993,4.774,0.156,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.08e5,0,37.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.701,13.976,994.766,339.768,0.5,0.158
82.252,148.097,-9.498,0.017,9.501,0.514,-225.353,0.027,225.353,179.993,4.517,0.513,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.078e5,0,37.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.277,14.006,995.324,339.787,0.5,0.158
82.752,143.347,-9.502,-0.009,9.502,0.071,-227.62,0.027,227.62,179.993,4.552,0.07,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.082e5,0,37.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.586,14.037,995.881,339.806,0.5,0.158
83.252,138.596,-9.499,0.006,9.5,0.172,-229.917,0.027,229.917,179.993,4.638,0.172,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.083e5,0,37.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.72,14.068,996.438,339.824,0.5,0.158
83.752,133.848,-9.494,0.011,9.496,0.398,-232.286,0.027,232.286,179.993,4.837,0.397,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.082e5,0,37.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.024,14.099,996.995,339.843,0.5,0.158
84.252,129.102,-9.491,0.005,9.493,0.428,-234.651,0.026,234.651,179.994,4.623,0.428,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.083e5,0,37.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.423,14.13,997.552,339.862,0.5,0.158
84.672,125.118,-9.481,0.024,9.49,0.763,-236.659,0.026,236.659,179.994,4.943,0.762,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.084e5,0,37.558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.361,14.161,998.109,339.88,0.42,0.158
85.052,121.522,-9.487,-0.017,9.489,0.345,-238.509,0.026,238.509,179.994,4.812,0.345,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.085e5,0,37.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.609,14.187,998.576,339.896,0.379,0.158
85.552,116.778,-9.488,-0.002,9.489,0.291,-240.878,0.026,240.878,179.994,4.667,0.291,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.087e5,0,37.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.531,14.21,998.997,339.91,0.5,0.158
86.052,112.034,-9.487,0.002,9.488,0.168,-243.232,0.026,243.232,179.994,4.75,0.168,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.088e5,0,37.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.83,14.241,999.554,339.929,0.5,0.158
86.552,107.291,-9.486,0.003,9.486,0.064,-245.6,0.026,245.6,179.994,4.719,0.064,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.09e5,0,37.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.69,14.272,1000.11,339.948,0.5,0.158
87.052,102.55,-9.48,0.012,9.482,0.401,-248.009,0.026,248.009,179.994,4.919,0.401,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.089e5,0,37.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.108,14.303,1000.667,339.966,0.5,0.158
87.552,97.81,-9.477,0.005,9.479,0.438,-250.414,0.025,250.414,179.994,4.7,0.438,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.09e5,0,37.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.497,14.333,1001.223,339.985,0.5,0.158
88.052,93.072,-9.478,-0.002,9.479,0.269,-252.73,0.025,252.73,179.994,4.566,0.269,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.092e5,0,37.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.441,14.364,1001.778,340.004,0.5,0.158
88.395,89.819,-9.453,0.071,9.482,1.186,-254.369,0.025,254.369,179.994,4.972,1.184,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.097e5,0,37.894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.705,14.395,1002.334,340.022,0.344,0.158
88.895,85.089,-9.467,-0.027,9.471,0.619,-256.933,0.025,256.933,179.994,5.281,0.618,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.091e5,0,37.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.572,14.416,1002.716,340.035,0.5,0.158
89.395,80.354,-9.471,-0.009,9.473,0.336,-259.615,0.025,259.615,179.995,5.449,0.335,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.094e5,0,37.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.607,14.447,1003.27,340.054,0.5,0.158
89.895,75.619,-9.471,1.383e-4,9.472,0.159,-262.32,0.025,262.32,179.995,5.37,0.159,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.096e5,0,37.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.297,14.478,1003.826,340.072,0.5,0.158
90.395,70.883,-9.47,0.003,9.47,0.071,-265.014,0.024,265.014,179.995,5.405,0.071,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.097e5,0,37.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.44,14.508,1004.381,340.091,0.5,0.158
90.895,66.151,-9.459,0.021,9.463,0.577,-267.645,0.024,267.645,179.995,5.117,0.576,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.095e5,0,37.495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.851,14.539,1004.937,340.11,0.5,0.158
91.395,61.42,-9.465,-0.011,9.465,0.2,-270.178,0.024,270.178,179.995,5.018,0.2,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.099e5,0,37.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.926,14.57,1005.492,340.128,0.5,0.158
91.895,56.688,-9.463,0.003,9.463,0.075,-272.697,0.024,272.697,179.995,5.055,0.075,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.1e5,0,37.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.091,14.601,1006.046,340.147,0.5,0.158
92.395,51.957,-9.461,0.004,9.461,0.008,-275.223,0.024,275.223,179.995,5.052,0.007,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.101e5,0,37.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.05,14.632,1006.601,340.166,0.5,0.158
92.895,47.227,-9.459,0.004,9.459,0.007,-277.75,0.024,277.75,179.995,5.055,0.006,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.102e5,0,37.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.058,14.662,1007.156,340.184,0.5,0.158
93.395,42.498,-9.457,0.005,9.457,0.081,-280.267,0.023,280.267,179.995,5.014,0.08,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.103e5,0,37.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.978,14.693,1007.711,340.203,0.5,0.158
93.895,37.77,-9.455,0.005,9.455,0.121,-282.789,0.023,282.789,179.995,5.075,0.121,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.104e5,0,37.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.132,14.724,1008.266,340.222,0.5,0.158
94.395,33.044,-9.451,0.007,9.452,0.27,-285.361,0.023,285.361,179.995,5.21,0.269,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.104e5,0,37.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.336,14.754,1008.82,340.24,0.5,0.158
94.895,28.321,-9.441,0.021,9.445,0.632,-287.886,0.023,287.886,179.995,4.894,0.632,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.102e5,0,37.508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.602,14.785,1009.375,340.259,0.5,0.158
95.395,23.598,-9.448,-0.014,9.448,0.231,-290.362,0.023,290.362,179.996,5.009,0.23,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.107e5,0,37.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.117,14.816,1009.928,340.277,0.5,0.158
95.895,18.875,-9.446,0.003,9.447,0.118,-292.881,0.023,292.881,179.996,5.068,0.118,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.108e5,0,37.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.123,14.847,1010.482,340.296,0.5,0.158
96.395,14.153,-9.443,0.007,9.444,0.25,-295.384,0.022,295.384,179.996,4.943,0.25,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.108e5,0,37.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.828,14.877,1011.036,340.315,0.5,0.158
96.895,9.431,-9.443,9.062e-4,9.443,0.019,-297.853,0.022,297.853,179.996,4.933,0.019,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.11e5,0,37.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.926,14.908,1011.59,340.333,0.5,0.158
97.395,4.711,-9.44,0.005,9.44,0.125,-300.335,0.022,300.335,179.996,4.996,0.125,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.111e5,0,37.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.055,14.939,1012.144,340.352,0.5,0.158
# Event GROUND_HIT occurred at t=97.895 seconds
# Event SIMULATION_END occurred at t=97.895 seconds
97.895,0,-9.424,0.033,9.43,0.766,-302.734,0.022,302.734,179.996,4.613,0.766,28.61,-80.603,9.792,NaN,NaN,NaN,NaN,3814.827,245.056,NaN,NaN,NaN,NaN,NaN,0.028,7.106e5,0,37.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.261,14.969,1012.698,340.37,0.499,0.158
